"","owner","amount_token"
"56","0x7a892e2877fec2fc996560d496fee79707a685af",2698.31125
"57","0x7dd400917b8e737518af9a14eb1a415b1d2b98c4",1393.8925
"58","0x7e4539fee52bf80790e503b4f8e1fa2802713480",4594.0675
"59","0x897c3f4be2a39b63267cfa23a1158fb5331cdd12",7307.0325
"60","0x8a1ea5e919806924042b7e3140faf87ef2024853",1153.7
"61","0x8b312e24718acf73e7036cfedd20c54d61675f11",33322.72375
"62","0x8bb820c251ac194ca770f9f0cdc12b76354e3de6",9674.61249999999
"63","0x8e50e4f1607b2f2964123757287442ef179470f9",2663.4975
"64","0x8f2ed6e59a27a96277b233eea9a0f0f460ccae31",35416.736275
"65","0x948104e6c65cbdcf599ffc6cd49181bafd8a446e",27055.22125
"66","0x95ef80e697618ca49e0b9967103b5f3efdb0144a",1785.795
"67","0x96cc80292fa3a7045611eb84ae09df8bd15936d2",5692.832738995
"68","0x98d142a1039ff6384bbc07c6231708e14b24a96d",24781.751
"69","0x9992fc085d5b5fe8c62438d81ffa7903ed8343ad",254695.288250001
"70","0xa13a8b8039b6e8e26b1763b0e7e9ec992a73b996",1485.995
"71","0xa27a729443ad105cabbc5d2d7f877a5340aa3e69",4796.22125
"72","0xa2d30f8da3da69ab08d8ac7553c6575701747aa8",1917.335
"73","0xa36dd9897d3464961d1a7ec39b9fe91b6ade3204",2130
"74","0xa8ac9c0403d8a31cfc1bf43e09231c0ffaf52dd7",1800.0025
"75","0xa97e5e5016a491a2814cfd179cb3bf0a0665b953",1532.9
"76","0xa9da3474eafab14ac6c9f6111acb2d2e5e071370",4308.09625
"77","0xab0211d3c1ee22c9e0c727964318b366517b4658",1347.5
"78","0xab5f6b2b24b5e7b8ee5218d534f0ff8cffd88d5c",7273.875
"79","0xb2c9aa0dab5797ec17eb99c7006b8db224e916ba",16883.29625
"80","0xb8167d9a4e7a4eaf4fdcdfa60f3d78f15afcc98a",3125.245587625
"81","0xbb8421f2e9dc8b503711f70e051e19ea4b30f5cb",2806.375
"82","0xbfdc403a22a073b36489aa0255784442ee8ba450",7577.94749999999
"83","0xc1a95655ad8d40e8cdf4f9f29c3a6946932f4294",3107.315
"84","0xc4708a97009d5eabd3b06570c0de11061214c80f",73500
"85","0xc4cf3cd0f841c6f5affa1b642166d157abd3d5d6",16995
"86","0xc6b3e413b3f7d2cb67191f806f8dfdb4a9d60ac7",16103.6229724687
"87","0xc7e86ff1d8403e5fe1a9b2644f8935d6a328fa16",2471.89125
"88","0xc92eb3f64444377b3d2d103b78d22e28e6b8d88a",4410
"89","0xd23a9b7eaf27b521880337b19edcf13cb6b26dff",7350
"90","0xd3cd1bce062483536b97c47221c165a9fe3b4716",4551.11500000001
"91","0xd4f5685c1a4167420e78f9a406b5e21b5f6a9481",44676.86125
"92","0xd5ba5cbd603df4d7006aadeb5c3828fe0f21e8fb",1445.33625
"93","0xd6ebf9d4972c453b8ff653dcd1b138392ecd1a9c",6186.31625
"94","0xd8de315eb7a00f4155d1ea9eb4eb6888ae715631",67411.903625
"95","0xd8e3b302b03d739bb94291aca58f006a072425a7",13014.89
"96","0xda13157f47929bced94ce06ef8cbef70328981fc",10522.9375
"97","0xdade1fab569f2f670b5eb4821d92207e16a70d1b",1294.54875
"98","0xdb524edbd32517881cdda248fedbf9aee526b38b",6913.293575
"99","0xde10c4a242af497479816b2144c1d78838c7c796",3426.1325
"100","0xe01e6c27218765b9e0ef42546a2c0237bb4c54e2",10095.555
"101","0xe442145711bf3c56452f0dcc730f3ad65ce230cc",14153.51
"102","0xe4de83fdbc4b9352deeab80a1b03a2da99e5a4a4",1089.251875
"103","0xe7e2d3a9b6bf82efa164441f31dd017b24a21ec0",6335.025
"104","0xe9cbe0f9cbee09873b4dcf968a82e3ae6b9e7065",47828.2887500001
"105","0xecdcbc4a9107f250ab91519f05d6b9c5e43429f7",3223.65875
"106","0xede25f41e2c28708be61b583cc9cb6771e113fbe",83266.8125
"107","0xf03e063f62fd228cd25c026cfff7f032d7b75aab",9166.035
"108","0xf8fb1b69aabd14fc11b96f4dc60bf51a35ba0897",14600.53
"109","0xfad4a2d4c72733e82124139e41161152771a4d9d",3510.7975
"110","0xfc0feae0323c77dfe9861f45436a986f8999ebfb",4070.30625
"111","0xfe5563cd4a9528a472584ef49ed66faf4d484856",3941.92625
